kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;type_gasinstallatie;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging;prijs_per_cilinder
00TDK5;Personenauto;BMW;523I;20230207;20220808;sedan;ZWART;Niet geregistreerd;6;1625;1725;20120207;20120207;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.09;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-02-07T00:00:00.000;2022-08-08T00:00:00.000;2012-02-07T00:00:00.000;2012-02-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2260;0;4350;11415;5;2996;2260;750;2000;70099.0;5L;e1*2007/46*0363*04;FS11;5B;0;C;0.00;;;;;;11683.166666666666
00TDK7;Personenauto;BMW;X REIHE;20221119;20210209;stationwagen;ZWART;Niet geregistreerd;6;2050;2150;20120106;20120106;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;293;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-11-19T00:00:00.000;2021-02-09T00:00:00.000;2012-01-06T00:00:00.000;2012-01-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;486;0;2755;0;5575;25827;5;2993;2755;750;2700;101813.0;X5;e1*2007/46*0421*04;ZW41;5S;0;D;0.00;;;;;;16968.833333333332
00TDL2;Personenauto;BMW;5ER REIHE;20220827;20220708;sedan;BRUIN;Niet geregistreerd;4;1585;1685;20120106;20120106;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-08-27T00:00:00.000;2022-07-08T00:00:00.000;2012-01-06T00:00:00.000;2012-01-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2220;0;4310;8037;5;1997;2220;750;2000;59730.0;5L;e1*2007/46*0363*05;XG11;5A100;0;A;0.00;;;;;;14932.5
00TDL5;Personenauto;BMW;1ER REIHE;20230303;20200713;stationwagen;BLAUW;Niet geregistreerd;4;1265;1365;20120110;20120110;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;269;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-03-03T00:00:00.000;2020-07-13T00:00:00.000;2012-01-10T00:00:00.000;2012-01-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;432;0;1820;0;3095;4479;5;1598;1820;650;1200;35153.0;1K4;e1*2007/46*0283*04;1A11;H2;0;B;0.00;;;;;;8788.25
00TFH9;Personenauto;BMW;X REIHE;20230311;20180919;stationwagen;GRIJS;Niet geregistreerd;6;2085;2185;20120109;20120109;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.10;293;Nee;Nee;Nee;2022;Geen oordeel;07;Ja;2023-03-11T00:00:00.000;2018-09-19T00:00:00.000;2012-01-09T00:00:00.000;2012-01-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;486;0;2875;0;6515;28959;5;2993;2875;750;3500;129516.0;X5;e1*2007/46*0421*04;ZW61;5A;0;D;0.00;;;;;;21586.0
00TFL9;Personenauto;BMW;3ER REIHE;20230414;20200616;stationwagen;GRIJS;Niet geregistreerd;4;1480;1580;20120110;20120110;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-04-14T00:00:00.000;2020-06-16T00:00:00.000;2012-01-10T00:00:00.000;2012-01-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;2045;0;0;7206;5;1995;2045;;;44946.0;3K;e1*2007/46*0315*04;UY71;5A;0;B;;;;;;;11236.5
00TFR3;Personenauto;BMW;5ER REIHE;20230615;20220615;stationwagen;BLAUW;Niet geregistreerd;4;1700;1800;20120112;20120112;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.10;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-06-15T00:00:00.000;2022-06-15T00:00:00.000;2012-01-12T00:00:00.000;2012-01-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;491;0;2365;0;4455;10063;5;1997;2365;750;2000;69366.0;5K;e1*2007/46*0455*03;XL31;5A200;0;B;0.00;;;;;;17341.5
00TFV1;Personenauto;BMW;5ER REIHE;20221029;20151102;sedan;ZWART;Niet geregistreerd;6;1630;1730;20120112;20120112;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.12;297;Nee;Nee;Nee;2021;Onlogisch;04;Ja;2022-10-29T00:00:00.000;2015-11-02T00:00:00.000;2012-01-12T00:00:00.000;2012-01-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2265;0;4355;14149;5;2996;2265;750;2000;102135.0;5L;e1*2007/46*0363*05;XH71;5A300;0;C;0.00;;;;;;17022.5
00TGB5;Personenauto;BMW;530D;20230614;20180410;sedan;GRIJS;Niet geregistreerd;6;1935;2035;20100415;20120412;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.09;307;Nee;Nee;Nee;2022;Geen oordeel;07;Ja;2023-06-14T00:00:00.000;2018-04-10T00:00:00.000;2010-04-15T00:00:00.000;2012-04-12T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;500;0;2590;0;4790;7135;5;2993;2590;750;2100;99432.0;GT;e1*2007/46*0215*01;SN61;5B;0;C;0.00;;;;;;16572.0
00TGH7;Personenauto;BMW;3ER REIHE;20230124;20160312;sedan;BLAUW;Niet geregistreerd;6;1495;1595;20120124;20120124;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.14;281;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-01-24T00:00:00.000;2016-03-12T00:00:00.000;2012-01-24T00:00:00.000;2012-01-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;462;0;2070;0;3845;11183;5;2979;2070;750;1700;76448.0;3L;e1*2007/46*0314*06;3A91;5A000;0;C;0.00;;;;;;12741.333333333334
00TGT6;Personenauto;BMW;X1 XDRIVE 28I;20230124;20151231;stationwagen;GRIJS;Niet geregistreerd;4;1570;1670;20120124;20120124;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;;0.11;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-01-24T00:00:00.000;2015-12-31T00:00:00.000;2012-01-24T00:00:00.000;2012-01-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;445;0;2150;0;4230;11748;5;1997;2150;750;2000;62978.0;X1;e1*2007/46*0275*04;VM11;5S;0;E;0.00;;;;;;15744.5
00TGX6;Personenauto;BMW;318I;20230317;20220322;sedan;GRIJS;Niet geregistreerd;4;1365;1465;20120126;20120126;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-03-17T00:00:00.000;2022-03-22T00:00:00.000;2012-01-26T00:00:00.000;2012-01-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1910;0;3385;6421;5;1995;1910;695;1400;34744.0;3L;e1*2007/46*0314*04;PF51;5D;0;B;0.00;;20220316;2022-03-16T00:00:00.000;;;8686.0
00THN9;Personenauto;BMW;5ER REIHE;20230204;20120204;sedan;ZWART;Niet geregistreerd;4;1585;1685;20120204;20120204;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-02-04T00:00:00.000;2012-02-04T00:00:00.000;2012-02-04T00:00:00.000;2012-02-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2220;0;4310;7031;5;1997;2220;750;2000;47938.0;5L;e1*2007/46*0363*05;XG11;5A100;0;A;0.00;;;;;;11984.5
00THS5;Personenauto;BMW;5ER REIHE;20230217;20220709;stationwagen;ZWART;Niet geregistreerd;6;1720;1820;20120203;20120203;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.11;297;Nee;Nee;Nee;2022;Onlogisch;04;Ja;2023-02-17T00:00:00.000;2022-07-09T00:00:00.000;2012-02-03T00:00:00.000;2012-02-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;491;0;2395;0;4485;12674;5;2996;2395;750;2000;79830.0;5K;e1*2007/46*0455*03;MZ71;5A200;0;C;0.00;;;;;;13305.0
00TJB2;Personenauto;BMW;535D;20221128;20211216;sedan;GRIJS;Niet geregistreerd;6;1725;1825;20110131;20120621;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.12;297;Nee;Nee;Nee;2021;Geen oordeel;05;Ja;2022-11-28T00:00:00.000;2021-12-16T00:00:00.000;2011-01-31T00:00:00.000;2012-06-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2360;0;4450;10869;5;2993;2360;750;2000;107500.0;5L;e1*2007/46*0363*03;FW71;5B;0;C;0.00;;;;;;17916.666666666668
00TKB6;Personenauto;BMW;1ER REIHE;20230610;20180514;stationwagen;BLAUW;Niet geregistreerd;4;1265;1365;20120215;20120215;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;269;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-06-10T00:00:00.000;2018-05-14T00:00:00.000;2012-02-15T00:00:00.000;2012-02-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;432;0;1820;0;3095;4354;5;1598;1820;650;1200;33687.0;1K4;e1*2007/46*0283*04;1A11;H2;0;B;0.00;;;;;;8421.75
00TKJ4;Personenauto;BMW;3ER REIHE;20230508;20210423;sedan;GRIJS;Niet geregistreerd;4;1405;1505;20120217;20120217;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;281;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-05-08T00:00:00.000;2021-04-23T00:00:00.000;2012-02-17T00:00:00.000;2012-02-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;462;0;1980;0;3655;7259;5;1995;1980;745;1600;50607.0;3L;e1*2007/46*0314*06;3E11;5A0R0;0;A;;;;;;;12651.75
00TKL4;Personenauto;BMW;X SERIES;20230612;20220924;stationwagen;ZWART;Niet geregistreerd;4;1465;1565;20120227;20120227;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;;0.08;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-06-12T00:00:00.000;2022-09-24T00:00:00.000;2012-02-27T00:00:00.000;2012-02-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;445;0;2045;0;3825;7765;5;1995;2045;750;1700;46466.0;X1;e1*2007/46*0275*05;VZ91;5H0VC;0;B;0.00;;;;;;11616.5
00TLD1;Personenauto;BMW;318I;20230301;20180305;sedan;GRIJS;Niet geregistreerd;4;1335;1435;20120301;20120301;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-03-01T00:00:00.000;2018-03-05T00:00:00.000;2012-03-01T00:00:00.000;2012-03-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1880;0;3205;5575;5;1995;1880;695;1250;33898.0;3L;e1*2007/46*0314*04;PF51;5C;0;B;0.00;;;;;;8474.5
00TLF3;Personenauto;BMW;535D;20230524;20200509;stationwagen;GRIJS;Niet geregistreerd;6;1815;1915;20110412;20120309;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.11;297;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2023-05-24T00:00:00.000;2020-05-09T00:00:00.000;2011-04-12T00:00:00.000;2012-03-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;491;0;2490;0;4580;12977;5;2993;2490;750;2000;112907.0;5K;e1*2007/46*0455*02;MX71;5B;0;C;0.00;;;;;;18817.833333333332
00TLG4;Personenauto;BMW;1ER REIHE;20230517;20130102;stationwagen;ROOD;Niet geregistreerd;4;1290;1390;20120229;20120229;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.09;269;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-05-17T00:00:00.000;2013-01-02T00:00:00.000;2012-02-29T00:00:00.000;2012-02-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;432;0;1845;0;3120;5111;5;1598;1845;670;1200;40543.0;1K4;e1*2007/46*0283*04;1A31;A2;0;B;0.00;;;;;;10135.75
00TLR5;Personenauto;BMW;X REIHE;20230307;20170825;stationwagen;ZWART;Niet geregistreerd;6;2050;2150;20120305;20120305;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;293;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-03-07T00:00:00.000;2017-08-25T00:00:00.000;2012-03-05T00:00:00.000;2012-03-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;486;0;2965;0;6605;27670;7;2993;2965;750;3500;123415.0;X5;e1*2007/46*0421*06;ZW41;5A07A;0;D;0.00;;;;;;20569.166666666668
00TND7;Personenauto;BMW;5ER REIHE;20230517;20220520;sedan;ZWART;Niet geregistreerd;4;1585;1685;20120306;20120306;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-05-17T00:00:00.000;2022-05-20T00:00:00.000;2012-03-06T00:00:00.000;2012-03-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2220;0;4310;7387;5;1997;2220;750;2000;52110.0;5L;e1*2007/46*0363*05;XG11;5A100;0;A;0.00;;;;;;13027.5
00TNH4;Personenauto;BMW;3ER REIHE;20230201;20210421;stationwagen;GRIJS;Niet geregistreerd;6;1475;1575;20051118;20120407;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.10;276;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2023-02-01T00:00:00.000;2021-04-21T00:00:00.000;2005-11-18T00:00:00.000;2012-04-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;2040;0;3715;879;5;2497;2040;750;1600;61285.0;;e1*2001/116*0308*03;VS11;02;0;D;0.00;;;;;;10214.166666666666
00TNP4;Personenauto;BMW;5ER REIHE;20230104;20160816;stationwagen;BLAUW;Niet geregistreerd;4;1690;1790;20120312;20120312;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-01-04T00:00:00.000;2016-08-16T00:00:00.000;2012-03-12T00:00:00.000;2012-03-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;491;0;2355;0;4445;9064;5;1997;2355;750;2000;60674.0;5K;e1*2007/46*0455*03;XL11;5A200;0;B;0.00;;;;;;15168.5
00TNS7;Personenauto;BMW;1ER REIHE;20230506;20220129;stationwagen;BLAUW;Niet geregistreerd;4;1285;1385;20120310;20120310;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;269;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-05-06T00:00:00.000;2022-01-29T00:00:00.000;2012-03-10T00:00:00.000;2012-03-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;432;0;1840;0;3115;4189;5;1598;1840;650;1200;32763.0;1K4;e1*2007/46*0283*04;1A11;A1;0;B;0.00;;;;;;8190.75
00TPG8;Personenauto;BMW;318I;20230509;20220512;sedan;BLAUW;Niet geregistreerd;4;1365;1465;20120314;20120314;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-05-09T00:00:00.000;2022-05-12T00:00:00.000;2012-03-14T00:00:00.000;2012-03-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1910;0;3385;6421;5;1995;1910;695;1400;34744.0;3L;e1*2007/46*0314*04;PF51;5D;0;B;0.00;;;;;;8686.0
00TPR6;Personenauto;BMW;5ER REIHE;20230902;20151204;stationwagen;GRIJS;Niet geregistreerd;4;1690;1790;20120319;20120319;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-09-02T00:00:00.000;2015-12-04T00:00:00.000;2012-03-19T00:00:00.000;2012-03-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;491;0;2365;0;4455;11115;5;1995;2365;750;2000;71612.0;5K;e1*2007/46*0455*03;MX11;5A200;0;A;0.00;;;;;;17903.0
00TPT9;Personenauto;BMW;3ER REIHE;20230607;20220719;sedan;ZWART;Niet geregistreerd;4;1395;1495;20120329;20120329;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.09;281;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-06-07T00:00:00.000;2022-07-19T00:00:00.000;2012-03-29T00:00:00.000;2012-03-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;462;0;1970;0;3545;5520;5;1997;1970;695;1500;41306.0;3L;e1*2007/46*0314*07;3B11;5A100;0;A;0.00;;;;;;10326.5
00TPX8;Personenauto;BMW;523I;20230111;20210111;stationwagen;ZWART;Niet geregistreerd;6;1705;1805;20110629;20120322;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;297;Nee;Nee;Nee;2021;Geen oordeel;05;Ja;2023-01-11T00:00:00.000;2021-01-11T00:00:00.000;2011-06-29T00:00:00.000;2012-03-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;491;0;2380;0;4470;9410;5;2996;2380;750;2000;78012.0;5K;e1*2007/46*0455*02;MT11;5B;0;B;0.00;;;;;;13002.0
00TRF5;Personenauto;BMW;5ER REIHE;20230323;20141128;sedan;GRIJS;Niet geregistreerd;4;1595;1695;20120323;20120323;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.11;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-03-23T00:00:00.000;2014-11-28T00:00:00.000;2012-03-23T00:00:00.000;2012-03-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2230;0;4320;8348;5;1997;2230;750;2000;60348.0;5L;e1*2007/46*0363*06;XG31;5A100;0;A;0.00;;;;;;15087.0
00TRL4;Personenauto;BMW;5ER REIHE;20230115;20140724;sedan;GRIJS;Niet geregistreerd;6;1630;1730;20120329;20120329;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.12;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-01-15T00:00:00.000;2014-07-24T00:00:00.000;2012-03-29T00:00:00.000;2012-03-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2265;0;4355;11531;5;2996;2265;750;2000;76490.0;5L;e1*2007/46*0363*06;XH71;5A100;0;B;0.00;;;;;;12748.333333333334
