kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;type_gasinstallatie;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging;prijs_per_cilinder
00LKN6;Personenauto;BMW;1ER REIHE;20230508;20121206;stationwagen;GRIJS;Niet geregistreerd;4;1250;1350;20100515;20100515;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-05-08T00:00:00.000;2012-12-06T00:00:00.000;2010-05-15T00:00:00.000;2010-05-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1775;0;3050;5354;5;1995;1775;650;1200;29330.0;1K4;e1*2007/46*0283*00;UH31;5A;0;B;;;;;;;7332.5
00LLB2;Personenauto;BMW;1ER REIHE;20230720;20210710;stationwagen;GRIJS;Niet geregistreerd;4;1230;1330;20100521;20100521;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-07-20T00:00:00.000;2021-07-10T00:00:00.000;2010-05-21T00:00:00.000;2010-05-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1755;0;3030;4761;5;1599;1755;650;1200;26753.0;187;e1*2001/116*0287*16;UB71;AJ;0;B;;;;;;;6688.25
00LLS8;Personenauto;BMW;318I;20230515;20160116;sedan;ZWART;Niet geregistreerd;4;1335;1435;20100527;20100527;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-05-15T00:00:00.000;2016-01-16T00:00:00.000;2010-05-27T00:00:00.000;2010-05-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1880;0;3205;7031;5;1995;1880;695;1250;37848.0;3L;e1*2007/46*0314*01;PF51;5A;0;B;0.00;;;;;;9462.0
00LNF8;Personenauto;BMW;550I;20211122;20210610;sedan;BLAUW;Niet geregistreerd;8;1805;1905;20100528;20100528;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.16;297;Nee;Nee;Nee;2021;Logisch;00;Ja;2021-11-22T00:00:00.000;2021-06-10T00:00:00.000;2010-05-28T00:00:00.000;2010-05-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2430;0;4520;26965;5;4395;2430;750;2000;104858.0;5L;e1*2007/46*0363*01;FR91;5B;0;F;0.00;;;;;;13107.25
00LNK5;Personenauto;BMW;320D;20230630;20180317;sedan;BLAUW;Niet geregistreerd;4;1395;1495;20100603;20100603;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-06-30T00:00:00.000;2018-03-17T00:00:00.000;2010-06-03T00:00:00.000;2010-06-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1940;0;0;9436;5;1995;1940;;;48238.0;3L;e1*2007/46*0314*01;PP51;5A;0;A;;;;;;;12059.5
00LNX3;Personenauto;BMW;535I;20230207;20180203;sedan;ZWART;Niet geregistreerd;6;1675;1775;20100601;20100601;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.13;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-02-07T00:00:00.000;2018-02-03T00:00:00.000;2010-06-01T00:00:00.000;2010-06-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2310;0;4400;18590;5;2979;2310;750;2000;86378.0;5L;e1*2007/46*0363*01;FR71;5B;0;C;0.00;;;;;;14396.333333333334
00LPR4;Personenauto;BMW;X1 SDRIVE 20D;20230622;20100609;stationwagen;ZWART;Niet geregistreerd;4;1475;1575;20100609;20100609;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;;0.08;276;Nee;Nee;Nee;2022;Onlogisch;04;Ja;2023-06-22T00:00:00.000;2010-06-09T00:00:00.000;2010-06-09T00:00:00.000;2010-06-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;445;0;2060;0;3940;13997;5;1995;2060;750;1800;62559.0;X1;e1*2007/46*0275*02;VN31;5B;0;D;0.00;;;;;;15639.75
00LPT8;Personenauto;BMW;X1 SDRIVE 18I;20230612;20150626;stationwagen;ZWART;Niet geregistreerd;4;1430;1530;20100611;20100611;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-06-12T00:00:00.000;2015-06-26T00:00:00.000;2010-06-11T00:00:00.000;2010-06-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;445;0;2010;0;3790;11968;5;1995;2010;750;1700;50996.0;X1;e1*2007/46*0275*02;VL31;5B;0;E;0.00;;;;;;12749.0
00LPZ5;Personenauto;BMW;X1 SDRIVE 18D;20230524;20200525;stationwagen;BRUIN;Niet geregistreerd;4;1445;1545;20100611;20100611;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-05-24T00:00:00.000;2020-05-25T00:00:00.000;2010-06-11T00:00:00.000;2010-06-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;445;0;2030;0;3910;9188;5;1995;2030;750;1800;39668.0;X1;e1*2007/46*0275*02;VN11;5A;0;C;0.00;;;;;;9917.0
00LRF4;Personenauto;BMW;535I;20230121;20140124;sedan;GRIJS;Niet geregistreerd;6;1675;1775;20100615;20100615;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.13;297;Nee;Nee;Nee;2021;Geen oordeel;07;Ja;2023-01-21T00:00:00.000;2014-01-24T00:00:00.000;2010-06-15T00:00:00.000;2010-06-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2310;0;4400;20379;5;2979;2310;750;2000;95936.0;5L;e1*2007/46*0363*01;FR71;5B;0;C;0.00;;;;;;15989.333333333334
00LRH8;Personenauto;BMW;5ER REIHE;20230815;20190930;sedan;ZWART;Niet geregistreerd;4;1495;1595;20100616;20100616;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;289;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-08-15T00:00:00.000;2019-09-30T00:00:00.000;2010-06-16T00:00:00.000;2010-06-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2060;0;3920;11584;5;1995;2060;750;1800;50551.0;560L;e1*2001/116*0230*16;NX31;5I;0;B;;;;;;;12637.75
00LRK1;Personenauto;BMW;X1 SDRIVE 20D;20230619;20180606;stationwagen;ZWART;Niet geregistreerd;4;1465;1565;20100619;20100619;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-06-19T00:00:00.000;2018-06-06T00:00:00.000;2010-06-19T00:00:00.000;2010-06-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;445;0;2045;0;3925;11792;5;1995;2045;750;1800;53139.0;X1;e1*2007/46*0275*02;VN31;5Q;0;C;0.00;;;;;;13284.75
00LRL3;Personenauto;BMW;1ER REIHE;20221103;20151107;stationwagen;ZWART;Niet geregistreerd;4;1230;1330;20100625;20100625;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;;0.07;266;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-11-03T00:00:00.000;2015-11-07T00:00:00.000;2010-06-25T00:00:00.000;2010-06-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1755;0;3030;4915;5;1599;1755;650;1200;27576.0;187;e1*2001/116*0287*16;UB71;AJ;0;B;;;;;;;6894.0
00LSG3;Personenauto;BMW;318D;20230628;20150327;stationwagen;BLAUW;Niet geregistreerd;4;1465;1565;20100628;20100628;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.06;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-06-28T00:00:00.000;2015-03-27T00:00:00.000;2010-06-28T00:00:00.000;2010-06-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;2030;0;3705;9670;5;1995;2030;745;1600;47863.0;3K;e1*2007/46*0315*01;UT31;5C;0;A;0.00;;;;;;11965.75
00LSN7;Personenauto;BMW;1ER REIHE;20230927;20210522;stationwagen;GRIJS;Niet geregistreerd;4;1250;1350;20100624;20100624;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-09-27T00:00:00.000;2021-05-22T00:00:00.000;2010-06-24T00:00:00.000;2010-06-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1775;0;3050;6211;5;1995;1775;670;1200;33907.0;1K4;e1*2007/46*0283*00;UE51;5A;0;B;;;;;;;8476.75
00LST8;Personenauto;BMW;523I;20230627;20170704;sedan;ZWART;Niet geregistreerd;6;1625;1725;20100625;20100625;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.09;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-06-27T00:00:00.000;2017-07-04T00:00:00.000;2010-06-25T00:00:00.000;2010-06-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2260;0;4350;13348;5;2996;2260;750;2000;66874.0;5L;e1*2007/46*0363*02;FS11;5B;0;B;0.00;;;;;;11145.666666666666
00LTB9;Personenauto;BMW;523I;20230405;20220331;sedan;ZWART;Niet geregistreerd;6;1625;1725;20100628;20100628;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.09;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-04-05T00:00:00.000;2022-03-31T00:00:00.000;2010-06-28T00:00:00.000;2010-06-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2260;0;4350;11752;5;2996;2260;750;2000;58347.0;5L;e1*2007/46*0363*01;FS11;5B;0;B;0.00;;;;;;9724.5
00LTD3;Personenauto;BMW;1ER REIHE;20230312;20220615;stationwagen;GRIJS;Niet geregistreerd;4;1240;1340;20100628;20100628;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;;0.08;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-03-12T00:00:00.000;2022-06-15T00:00:00.000;2010-06-28T00:00:00.000;2010-06-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1765;0;3040;5695;5;1995;1765;670;1200;31151.0;1K2;e1*2007/46*0273*00;UB91;5A;0;B;0.00;;;;;;7787.75
00LTN3;Personenauto;BMW;318I;20230411;20140723;stationwagen;GRIJS;Niet geregistreerd;4;1405;1505;20100702;20100702;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-04-11T00:00:00.000;2014-07-23T00:00:00.000;2010-07-02T00:00:00.000;2010-07-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1970;0;3295;8399;5;1995;1970;695;1250;45006.0;3K;e1*2007/46*0315*01;US31;5A;0;B;0.00;;;;;;11251.5
00LTZ7;Personenauto;BMW;5ER REIHE;20230225;20190302;stationwagen;ZWART;Niet geregistreerd;4;1565;1665;20100630;20100630;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;289;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-02-25T00:00:00.000;2019-03-02T00:00:00.000;2010-06-30T00:00:00.000;2010-06-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2190;0;4050;10163;5;1995;2190;750;1800;51478.0;560L;e1*2001/116*0230*16;PT11;AD;0;B;;;;;;;12869.5
00LVN4;Personenauto;BMW;1ER REIHE;20221106;20190115;stationwagen;GRIJS;Niet geregistreerd;4;1240;1340;20100702;20100702;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;;0.08;266;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-11-06T00:00:00.000;2019-01-15T00:00:00.000;2010-07-02T00:00:00.000;2010-07-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1765;0;3040;5282;4;1995;1765;670;1200;29390.0;187;e1*2001/116*0287*15;UB91;AI;0;B;;;;;;;7347.5
00LVV6;Personenauto;BMW;3ER REIHE;20230707;20160624;stationwagen;GRIJS;Niet geregistreerd;6;1635;1735;20100707;20100707;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.09;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-07-07T00:00:00.000;2016-06-24T00:00:00.000;2010-07-07T00:00:00.000;2010-07-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;2200;0;3975;15384;5;2996;2200;750;1700;69794.0;390X;e1*2001/116*0344*09;UU51;5B;0;D;0.00;;;;;;11632.333333333334
00LXG7;Personenauto;BMW;325I;20230715;20190709;sedan;GRIJS;Niet geregistreerd;6;1405;1505;20100715;20100715;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.11;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-07-15T00:00:00.000;2019-07-09T00:00:00.000;2010-07-15T00:00:00.000;2010-07-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1950;0;3625;10025;5;2996;1950;745;1600;50596.0;3L;e1*2007/46*0314*01;PH31;5A;0;C;0.00;;;;;;8432.666666666666
00LXJ6;Personenauto;BMW;523I;20231022;20151023;sedan;GRIJS;Niet geregistreerd;6;1625;1725;20100713;20100713;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.09;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-10-22T00:00:00.000;2015-10-23T00:00:00.000;2010-07-13T00:00:00.000;2010-07-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2260;0;4350;13652;5;2996;2260;750;2000;68497.0;5L;e1*2007/46*0363*02;FS11;5B;0;B;0.00;;;;;;11416.166666666666
00LXP5;Personenauto;BMW;5ER REIHE;20230727;20100727;sedan;GRIJS;Niet geregistreerd;4;1465;1565;20100727;20100727;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;289;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-07-27T00:00:00.000;2010-07-27T00:00:00.000;2010-07-27T00:00:00.000;2010-07-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2030;0;3890;9596;5;1995;2030;750;1800;48895.0;560L;e1*2001/116*0230*16;NT31;AD;0;B;;;;;;;12223.75
00LZN3;Personenauto;BMW;3ER REIHE;20230922;20181204;sedan;GRIJS;Niet geregistreerd;4;1335;1435;20100730;20100730;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-09-22T00:00:00.000;2018-12-04T00:00:00.000;2010-07-30T00:00:00.000;2010-07-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1880;0;3205;7220;5;1995;1880;695;1250;38857.0;390L;e1*2001/116*0308*12;PF51;5A;0;B;0.00;;;;;;9714.25
00LZZ9;Personenauto;BMW;3ER REIHE;20230329;20211218;stationwagen;BLAUW;Niet geregistreerd;4;1405;1505;20100803;20100803;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-03-29T00:00:00.000;2021-12-18T00:00:00.000;2010-08-03T00:00:00.000;2010-08-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1970;0;3295;7565;5;1995;1970;695;1250;40996.0;390L;e1*2001/116*0308*11;US31;AA;0;A;;;;;;;10249.0
00NBZ5;Personenauto;BMW;X1 SDRIVE 20D;20230519;20100819;stationwagen;ZWART;Niet geregistreerd;4;1475;1575;20100819;20100819;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;;0.08;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-05-19T00:00:00.000;2010-08-19T00:00:00.000;2010-08-19T00:00:00.000;2010-08-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;445;0;2060;0;3940;12421;5;1995;2060;750;1800;54140.0;X1;e1*2007/46*0275*02;VN31;5B;0;D;0.00;;;;;;13535.0
00NDD4;Personenauto;BMW;528I;20221125;20220822;sedan;BLAUW;Niet geregistreerd;6;1630;1730;20100810;20100810;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.11;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-11-25T00:00:00.000;2022-08-22T00:00:00.000;2010-08-10T00:00:00.000;2010-08-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2265;0;4355;15317;5;2996;2265;750;2000;77394.0;5L;e1*2007/46*0363*02;FS51;5B;0;B;0.00;;;;;;12899.0
00NDG3;Personenauto;BMW;X1 XDRIVE 20D;20221109;20210212;stationwagen;GRIJS;Niet geregistreerd;4;1560;1660;20100807;20100807;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;;0.08;276;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-11-09T00:00:00.000;2021-02-12T00:00:00.000;2010-08-07T00:00:00.000;2010-08-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;445;0;2145;0;4225;14161;5;1995;2145;750;2000;58512.0;X1;e1*2007/46*0275*02;VP31;5S;0;E;0.00;;;;;;14628.0
00NDX8;Personenauto;BMW;523I;20230825;20151120;sedan;BLAUW;Niet geregistreerd;6;1625;1725;20100820;20100820;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.09;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-08-25T00:00:00.000;2015-11-20T00:00:00.000;2010-08-20T00:00:00.000;2010-08-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2260;0;4350;14239;5;2996;2260;750;2000;71635.0;5L;e1*2007/46*0363*02;FS11;5B;0;B;0.00;;;;;;11939.166666666666
00NFB7;Personenauto;BMW;1ER REIHE;20230821;20110212;stationwagen;GRIJS;Niet geregistreerd;4;1265;1365;20100821;20100821;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-08-21T00:00:00.000;2011-02-12T00:00:00.000;2010-08-21T00:00:00.000;2010-08-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1790;0;3065;6367;5;1995;1790;650;1200;33119.0;1K2;e1*2007/46*0273*00;UK31;5B;0;C;0.00;;;;;;8279.75
